customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4827-LTQRJ,Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),127.18999999999998,7931.935000000001,No
7711-YIJWC,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),97.635,5790.950000000001,No
5482-VXSXJ,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.17999999999999,2373.03,No
7365-BVCJH,Male,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,28.059999999999995,26.84,No
9620-ENEJV,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.1325,477.345,No
4183-WCSEP,Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,90.2175,2678.6650000000004,Yes
2378-YIZKA,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),97.74999999999999,6168.525000000001,No
5498-TXHLF,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,100.5675,3161.5650000000005,Yes
0689-DSXGL,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),98.66999999999999,4876.630000000001,No
6818-DJXAA,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.76499999999999,1060.785,No
9722-UJOJR,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.3625,2172.28,Yes
0464-WJTKO,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.115,1606.935,No
8902-ZEOVF,Male,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.057499999999997,1046.705,No
6778-EICRF,Male,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,86.02,2003.3200000000002,No
2662-NNTDK,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.52,1761.0450000000003,No
4132-KALRO,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,115.97749999999998,439.175,No
3902-FOIGH,Male,1,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.55249999999998,1340.405,Yes
6772-KSATR,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,93.955,89.87,Yes
7112-OPOTK,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.4875,2388.2650000000003,Yes
2874-YXVVA,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.86499999999998,3998.2800000000007,No
1245-HARPS,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.459999999999997,321.64,No
4210-QFJMF,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.0225,348.975,Yes
4323-ELYYB,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.0,240.40500000000003,No
4293-ETKAP,Female,0,Yes,Yes,60,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.31,5579.09,No
6064-PUPMC,Male,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),65.78,1565.685,No
6504-VBLFL,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,67.39,3375.46,No
6322-PJJDJ,Male,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,109.01999999999998,5159.715,No
0330-BGYZE,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),117.87499999999999,6773.360000000001,No
1085-LDWAM,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.4025,1586.9150000000002,No
7586-ZATGZ,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,97.635,3705.9550000000004,No
7197-VOJMM,Male,0,Yes,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),79.58,5138.815,No
3318-OSATS,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.7675,3821.4550000000004,Yes
5828-AVIPD,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,116.0925,2063.105,Yes
1843-TLSGD,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.9775,299.58500000000004,No
9626-VFRGG,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.77499999999999,4009.5550000000007,No
7075-BNDVQ,Female,0,No,No,3,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,40.25,149.32500000000002,No
9143-CANJF,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,63.42249999999999,1451.835,No
7284-BUYEC,Female,0,No,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.5925,252.34000000000003,No
2041-JIJCI,Female,0,No,No,0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.6,407.27500000000003,No
1086-LXKFY,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.46499999999999,76.01,Yes
4900-MSOMT,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),92.22999999999999,6285.62,No
2229-VWQJH,Female,0,No,No,21,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),56.69499999999999,1356.575,No
9194-GFVOI,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),97.00249999999998,3928.76,No
1336-EZFZY,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.057499999999997,91.63000000000001,No
4282-MSACW,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),134.78,8839.545,No
1403-LKLIK,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.115,637.34,No
2636-ALXXZ,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.03999999999999,76.56,Yes
7774-OJSXI,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,118.9675,3373.0950000000003,Yes
7786-WBJYI,Female,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.6425,336.105,Yes
0136-IFMYD,Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,126.4425,8397.675000000001,No
5144-TVGLP,Male,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,108.96249999999999,4018.3,No
9643-AVVWI,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.0,265.43,No
0253-ZTEOB,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,91.5975,4257.330000000001,No
2706-QZIHY,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.979999999999997,426.69,No
6061-PQHMK,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.884999999999998,580.25,No
9885-CSMWE,Female,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.2175,86.29500000000002,Yes
6137-MFAJN,Female,0,No,No,45,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.519999999999996,2315.0050000000006,No
9122-UMROB,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.345,22.330000000000002,No
4232-JGKIY,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.08,21.12,No
2402-TAIRZ,Female,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,92.05749999999999,3321.01,No
9659-ZTWSM,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),123.45249999999999,7757.145,No
9139-TWBAS,Female,0,Yes,No,23,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),55.027499999999996,1309.5500000000002,No
6685-GBWJZ,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),81.41999999999999,4893.68,No
5016-ETTFF,Male,0,No,No,9,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,33.925,280.77500000000003,Yes
3866-MDTUB,Female,0,No,No,0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.3625,161.59000000000003,Yes
2195-VVRJF,Male,1,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.965,1112.155,No
3913-RDSJZ,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.3825,1886.4450000000002,No
8058-JMEQO,Female,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.11749999999999,838.7500000000001,Yes
4203-QGNZA,Female,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.287499999999998,588.8850000000001,No
5043-TRZWM,Female,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,86.8825,83.105,No
0697-ZMSWS,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,98.4975,372.79,Yes
7657-DYEPJ,Male,1,No,No,37,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),80.6725,2747.085,Yes
9494-BDNNC,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,109.59499999999998,6900.74,No
1640-PLFMP,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.7875,77.275,No
5366-OBVMR,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.84499999999999,999.6250000000001,No
8276-MQBYC,Male,1,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.46999999999998,5404.630000000001,Yes
7593-XFKDI,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,53.24499999999999,50.93,Yes
4573-JKNAE,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.2525,233.53000000000003,No
0337-CNPZE,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,122.24499999999999,4887.795,Yes
9817-APLHW,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.749999999999996,347.82,No
8380-MQINP,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.345,1186.9550000000002,No
0840-DFEZH,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.65249999999999,621.115,No
1513-XNPPH,Female,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.81,1205.2150000000001,Yes
8690-ZVLCL,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),101.19999999999999,6778.09,No
6015-VVHHE,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.6225,490.65500000000003,Yes
1125-SNVCK,Female,1,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.36999999999999,2316.655,No
0384-LPITE,Male,0,No,No,35,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),71.35749999999999,2762.7050000000004,No
4616-EWBNJ,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.115,350.46000000000004,No
6347-DCUIK,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,85.2725,892.98,Yes
1335-HQMKX,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,116.55249999999998,8055.465,No
2545-EBUPK,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.65749999999998,204.65500000000003,No
6923-AQONU,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.034999999999997,499.40000000000003,No
2172-EJXVF,Female,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,121.785,8274.145,No
0897-FEGMU,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.425,1162.6450000000002,Yes
7663-RGWBC,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.772499999999994,48.565000000000005,Yes
1120-BMWUB,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.98499999999999,917.565,Yes
9124-LHCJQ,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,98.2675,93.995,Yes
4536-PLEQY,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.80749999999999,1099.78,No
7029-IJEJK,Female,0,No,No,51,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),50.714999999999996,2606.67,No
8871-JLMHM,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),103.72999999999999,6927.415,No
2235-ZGKPT,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,58.4775,263.50500000000005,Yes
3891-PUQOD,Female,0,No,Yes,0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.08,65.12,Yes
5447-VYTKW,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,61.4675,1607.5950000000003,No
3623-FQBOX,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.9425,458.04,No
0689-NKYLF,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.67999999999999,1166.66,Yes
8659-HDIYE,Female,1,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.8475,5356.285000000001,No
3658-KIBGF,Female,0,No,No,0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,63.13499999999999,60.39,Yes
3474-BAFSJ,Male,0,Yes,No,55,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.125,3592.545,No
5519-YLDGW,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,119.485,2479.62,Yes
3865-ZFZIB,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.597499999999997,393.96500000000003,No
1855-AGAWH,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.86999999999999,3233.7800000000007,No
7109-CQYUZ,Male,0,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,102.63749999999999,5117.64,No
1370-GGAWX,Female,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,108.2725,4849.295,No
4680-KUTAJ,Female,1,No,No,8,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.94,638.88,No
5307-UVGNB,Female,0,Yes,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.004999999999995,2744.72,No
4946-EDSEW,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.1375,198.33000000000004,Yes
2883-ILGWO,Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.63499999999999,6505.345,No
2516-VQRRV,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,86.7675,174.24,Yes
7580-UGXNC,Female,1,No,No,0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,63.07749999999999,114.62000000000002,Yes
3642-BYHDO,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.884999999999998,1528.285,No
9629-NHXFW,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.309999999999995,21.34,No
2696-RZVZW,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.807499999999997,1792.1200000000001,No
5766-FTRTS,Male,0,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,97.11749999999999,6636.410000000001,No
0396-HUJBP,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.195,48.84,No
5178-LMXOP,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.36499999999998,104.61,Yes
8879-ZKJOF,Female,0,No,No,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),91.82749999999999,3652.8250000000003,No
6285-FTQBF,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.3825,2054.4700000000003,No
8185-UPYBR,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.82499999999999,481.8,Yes
4585-HETAI,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.8125,357.995,Yes
7526-BEZQB,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.45749999999998,1262.91,Yes
1474-JUWSM,Female,0,Yes,No,56,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,78.66,4369.475,No
3530-CRZSB,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.747499999999995,171.49,No
8498-XXGWA,Female,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,63.42249999999999,4040.4650000000006,No
9617-INGJY,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.18999999999998,77.66,No
0621-TSSMU,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.9425,1239.4250000000002,No
7234-KMNRQ,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.849999999999998,80.79500000000002,No
7636-PEPNS,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,50.714999999999996,2654.3550000000005,No
4683-WYDOU,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),123.73999999999998,7603.97,No
9052-DHNKM,Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,70.78249999999998,1740.1450000000002,No
6794-HKIAJ,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),104.30499999999999,6145.095,No
5578-NKCXI,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),114.13749999999999,6431.3150000000005,No
1642-HMARX,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.455,7067.17,No
3096-WPXBT,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),115.80499999999999,6620.515,No
8434-PNQZX,Female,0,No,No,39,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.2175,3710.7400000000002,No
5950-AAAGJ,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),96.945,1691.6900000000003,No
4299-OPXEJ,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.482499999999998,1188.605,No
4951-UKAAQ,Female,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.29249999999999,390.72,Yes
9618-LFJRU,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.5175,91.135,No
6693-DJWTY,Female,0,No,Yes,31,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),63.94,2218.0950000000003,No
0744-GKNGE,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),99.82,5859.975,No
6447-EGDIV,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.092499999999998,751.575,No
1167-OYZJF,Female,1,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.057499999999997,1389.355,No
2108-YKQTY,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),58.305,166.43000000000004,Yes
4806-DXQCE,Female,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,130.6975,8486.115,No
4918-QLLIW,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),61.41,207.57,Yes
7056-IMHCC,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.185,6104.34,Yes
4854-SSLTN,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,68.425,143.55,No
5294-DMSFH,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.96999999999998,2883.925,No
4837-PZTIC,Female,0,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,48.184999999999995,2062.775,No
1625-JAIIY,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,95.44999999999999,6254.380000000001,Yes
0603-OLQDC,Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.32749999999999,921.2500000000001,No
3272-VUHPV,Female,0,Yes,Yes,5,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.74499999999999,441.65000000000003,No
4176-FXYBO,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,125.98249999999999,6730.845,No
1063-DHQJF,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,105.9725,7128.99,No
